profile,count,severity_band
221221201,1,3
330312110,1,3
310300120,1,3
111312121,1,3
113200130,1,3
133310101,1,3
110303300,1,3
222220200,1,3
233220020,1,3
112220220,1,3
133101001,1,3
102030130,1,3
221331101,1,3
203300300,1,3
010333000,1,3
212321100,1,3
213120100,1,3
113330210,1,3
121222000,1,3
223203000,1,3
011111303,1,3
103230010,1,3
220300300,1,3
103201030,1,3
011312200,1,3
223220210,1,3
322102310,1,3
212112001,1,3
010133020,1,3
103331001,1,3
112121200,1,3
211231000,1,3
111211120,1,3
212111030,1,3
312121111,1,3
203010330,1,3
131330200,1,3
013311201,1,3
110330110,1,3
003030303,1,3
122220010,1,3
030003013,1,3
113300002,1,3
310330000,1,3
321311100,1,3
013030130,1,3
110113300,1,3
231203201,1,3
313310030,1,3
103300230,1,3
221332100,1,3
033000310,1,3
003033200,1,3
322321000,1,3
131111111,1,3
130230310,1,3
113103001,1,3
102310230,1,3
133300100,1,3
323301020,1,3
221111220,1,3
003221300,1,3
113111310,1,3
311120110,1,3
321301300,1,3
231311110,1,3
112212011,1,3
121112210,1,3
330120001,1,3
212210120,1,3
030030310,1,3
023310200,1,3
200233301,1,3
111321120,1,3
032223011,1,3
111311112,1,3
122112100,1,3
220102120,1,3
222102100,1,3
900010000,1,3
121312020,1,3
102211220,1,3
211113101,1,3
211221010,1,3
331100120,1,3
112211201,1,3
023330020,1,3
221111200,1,3
030313301,1,3
023223200,1,3
233021021,1,3
110131300,1,3
123101311,1,3
302331110,1,3
330003030,1,3
003130210,1,3
221312012,1,3
311303000,1,3
013322100,1,3
112310210,1,3
002330300,1,3
023301002,1,3
323111000,1,3
110122220,1,3
211022101,1,3
222202202,1,3
222110120,1,3
113312200,1,3
231103200,1,3
000001333,1,3
331321000,1,3
222220020,1,3
123110310,1,3
112130030,1,3
001321300,1,3
232230010,1,3
323312000,1,3
223331000,1,3
232120100,1,3
212323000,1,3
000720010,1,3
231121120,1,3
031211030,1,3
122231110,1,3
203201130,1,3
111131330,1,3
111103311,1,3
030220232,1,3
033202000,1,3
232202201,1,3
132330010,1,3
320330000,1,3
212220200,1,3
221120030,1,3
212220310,1,3
102130030,1,3
222200330,1,3
111202111,1,3
012321011,1,3
111112321,1,3
003303300,1,3
003320110,1,3
010213130,1,3
112203310,1,3
123230000,1,3
013223100,1,3
113210120,1,3
121111120,1,3
112201030,1,3
213212000,1,3
311203220,1,3
212310020,1,3
003322200,1,3
032220110,1,3
011132200,1,3
311321011,1,3
221023000,1,3
323201000,1,3
321110220,1,3
023300031,1,3
311102110,1,3
113130200,1,3
130320200,1,3
002202220,1,3
112223100,1,3
213321110,1,3
111022120,1,3
122132011,1,3
123202001,1,3
213222200,1,3
303331010,1,3
023231300,1,3
001900000,1,3
013311020,1,3
223300130,1,3
233221000,1,3
113031131,1,3
221212111,1,3
233002220,1,3
111220210,1,3
222301110,1,3
222020200,1,3
321300200,1,3
123301300,1,3
220102021,1,3
111201310,1,3
013310200,1,3
111232000,1,3
131213011,1,3
013223110,1,3
033032120,1,3
110313310,1,3
122230100,1,3
211230010,1,3
331112101,1,3
103210210,1,3
211109000,1,3
031101330,1,3
111323100,1,3
222212000,1,3
121200311,1,3
203210310,1,3
310310220,1,3
013130300,1,3
303231001,1,3
110102230,1,3
000200290,1,3
111222011,1,3
313011010,1,3
000230330,1,3
213201110,1,3
311221220,1,3
112111130,1,3
131230300,1,3
201311110,1,3
103220020,1,3
101320300,1,3
123201021,1,3
123111200,1,3
122212210,1,3
023131030,1,3
220220200,1,3
112010221,1,3
230203000,1,3
002113300,1,3
113101301,1,3
123221100,1,3
013301110,1,3
202320200,1,3
102330010,1,3
330303020,1,3
222211000,1,3
113300120,1,3
111121111,1,3
221322110,1,3
221310300,1,3
223300301,1,3
113211020,1,3
122212220,1,3
112221300,1,3
213330020,1,3
223200010,1,3
111330130,1,3
112322010,1,3
013331010,1,3
133321001,1,3
113112030,1,3
901000200,1,3
311120200,1,3
203310200,1,3
112223210,1,3
030003301,1,3
221322000,1,3
003122230,1,3
112221200,1,3
012112131,1,3
321200110,1,3
011102311,1,3
122002201,1,3
113131010,1,3
332110100,1,3
222210220,1,3
311230300,1,3
123120310,1,3
210310300,1,3
001100090,1,3
223122000,1,3
110311221,1,3
000300313,1,3
331111000,1,3
221101022,1,3
233101301,1,3
232202300,1,3
210313000,1,3
222320020,1,3
220202200,1,3
221121010,1,3
221211100,1,3
323311100,1,3
012211310,1,3
111122201,1,3
212211110,1,3
230103101,1,3
112202101,1,3
122321001,1,3
301331300,1,3
332120020,1,3
223320000,1,3
121122110,1,3
312222200,1,3
121111210,1,3
113112100,1,3
002222200,1,3
112220110,1,3
200230300,1,3
122222110,1,3
123221300,1,3
213310100,1,3
232121010,1,3
032003003,1,3
220323200,1,3
333003000,1,3
031300031,1,3
322120200,1,3
001109000,1,3
113301310,1,3
133200010,1,3
112201220,1,3
212221120,1,3
012201331,1,3
320101111,1,3
013103301,1,3
220320300,1,3
103331010,1,3
121212010,1,3
213221001,1,3
123301110,1,3
002330030,1,3
222112011,1,3
112310310,1,3
313210220,1,3
112230200,1,3
220202320,1,3
033211100,1,3
310120120,1,3
001320130,1,3
023023000,1,3
111323210,1,3
003203300,1,3
303130310,1,3
113001310,1,3
103300303,1,3
123302120,1,3
113230030,1,3
323210110,1,3
323220100,1,3
111311110,1,3
202310200,1,3
221310230,1,3
212111020,1,3
121331000,1,3
301320110,1,3
111311312,1,3
220303300,1,3
330301101,1,3
212312101,1,3
123101110,1,3
210123300,1,3
021332003,1,3
123332000,1,3
113331100,1,3
113130300,1,3
010032031,1,3
001330330,1,3
022232200,1,3
223310200,1,3
212330200,1,3
113300011,1,3
312120010,1,3
132200200,1,3
012331200,1,3
113131101,1,3
113211120,1,3
223102101,1,3
013131310,1,3
221121210,1,3
230101300,1,3
120231120,1,3
320203000,1,3
203131030,1,3
113310300,1,3
011303103,1,3
123202000,1,3
321211110,1,3
311210210,1,3
021310023,1,3
122212111,1,3
233202020,1,3
012331110,1,3
320303030,1,3
130313100,1,3
121213011,1,3
121202030,1,3
013213000,1,3
313300030,1,3
310331011,1,3
221310100,1,3
122201020,1,3
121301101,1,3
700210020,1,3
003332200,1,3
031111310,1,3
013221100,1,3
302310010,1,3
113221010,1,3
313130030,1,3
213201120,1,3
113203030,1,3
212121200,1,3
121331120,1,3
111222200,1,3
112320010,1,3
111112220,1,3
103310110,1,3
202330000,1,3
213212010,1,3
313003000,1,3
311211100,1,3
111332000,1,3
003333100,1,3
221213100,1,3
223302000,1,3
030103031,1,3
123201220,1,3
213111221,1,3
112101310,1,3
030300330,1,3
010113212,1,3
112111320,1,3
113220020,1,3
113201230,1,3
133131001,1,3
112110330,1,3
211220110,1,3
331101100,1,3
112111210,1,3
331100110,1,3
023230002,1,3
112330100,1,3
113210210,1,3
231300020,1,3
230102300,1,3
233222000,1,3
112110130,1,3
233312000,1,3
912100000,1,3
302020302,1,3
113301210,1,3
012130030,1,3
210300301,1,3
222202020,1,3
221312110,1,3
323100300,1,3
120031300,1,3
313300130,1,3
111231010,1,3
311101120,1,3
212121111,1,3
311210310,1,3
213300010,1,3
313211100,1,3
111111330,1,3
112110310,1,3
313320000,1,3
113321300,1,3
113200300,1,3
233320000,1,3
011221111,1,3
122310220,1,3
112202211,1,3
311111111,1,3
112211300,1,3
211211021,1,3
312300100,1,3
212330000,1,3
123221210,1,3
222221200,1,3
210331000,1,3
221203102,1,3
011331131,1,3
030003320,1,3
221330000,1,3
333110110,1,3
113231110,1,3
112213301,1,3
120113002,1,3
023003112,1,3
212202320,1,3
003331310,1,3
212310210,1,3
001300330,1,3
103331000,1,3
013112300,1,3
122021122,1,3
003120232,1,3
313110301,1,3
111211300,1,3
011122310,1,3
003320200,1,3
102330100,1,3
132112101,1,3
112130110,1,3
013331200,1,3
333310010,1,3
113320030,1,3
102221200,1,3
110302120,1,3
113112113,1,3
131103100,1,3
113121001,1,3
112221110,1,3
033312000,1,3
132013200,1,3
012223100,1,3
121211101,1,3
110130301,1,3
301230200,1,3
112231000,1,3
213100131,1,3
012311200,1,3
030133100,1,3
322310000,1,3
013312101,1,3
003330010,1,3
110321110,1,3
211201120,1,3
022013330,1,3
133311100,1,3
212220220,1,3
321212210,1,3
132311120,1,3
123201211,1,3
132133000,1,3
013330110,1,3
102221220,1,3
210123201,1,3
112330220,1,3
112300111,1,3
113120002,1,3
023103003,1,3
013333010,1,3
222003320,1,3
223201120,1,3
133003001,1,3
121301210,1,3
002230300,1,3
121113011,1,3
013332000,1,3
232202210,1,3
112211111,1,3
101323200,1,3
333210002,1,3
130333100,1,3
012330101,1,3
232121110,1,3
013202101,1,3
312311010,1,3
102322000,1,3
013331110,1,3
211330110,1,3
003331120,1,3
113313100,1,3
111311111,1,3
320203003,1,3
102222320,1,3
900300000,1,3
013322120,1,3
231211000,1,3
213301000,1,3
123102200,1,3
310131001,1,3
222212100,1,3
222103100,1,3
220202121,1,3
130312211,1,3
210320310,1,3
313311200,1,3
223121011,1,3
213131111,1,3
131300110,1,3
112120210,1,3
131112011,1,3
331200101,1,3
002331200,1,3
212221100,1,3
221130210,1,3
223311200,1,3
019000101,1,3
303031000,1,3
123203111,1,3
033301100,1,3
111131030,1,3
121112112,1,3
103211310,1,3
211122131,1,3
203331110,1,3
112330000,1,3
221222010,1,3
222301200,1,3
321110130,1,3
123211101,1,3
311300200,1,3
133221110,1,3
310131111,1,3
213211210,1,3
102132130,1,3
111202220,1,3
133210100,1,3
013111111,1,3
112113010,1,3
330331000,1,3
012333000,1,3
123211111,1,3
121112132,1,3
123311100,1,3
133303000,1,3
223121000,1,3
131113000,1,3
012221211,1,3
121133011,1,3
213321000,1,3
230330000,1,3
122011302,1,3
112112210,1,3
203300330,1,3
011210212,1,3
130113120,1,3
322211110,1,3
122301112,1,3
112221120,1,3
130301300,1,3
113330030,1,3
113301100,1,3
222200020,1,3
102221110,1,3
031311210,1,3
332220200,1,3
110211131,1,3
233002010,1,3
211100320,1,3
211311210,1,3
023103001,1,3
123100201,1,3
010009000,1,3
212220311,1,3
111311230,1,3
113300030,1,3
212211201,1,3
331310210,1,3
123211100,1,3
233032010,1,3
030330002,1,3
133102001,1,3
123220020,1,3
123212101,1,3
012222210,1,3
331101013,1,3
213210010,1,3
123310110,1,3
213310000,1,3
333200000,1,3
111311101,1,3
133131002,1,3
113221001,1,3
033330000,1,3
111313130,1,3
210212110,1,3
220302102,1,3
212331020,1,3
102331220,1,3
133301210,1,3
103220110,1,3
221003302,1,3
033001300,1,3
111222220,1,3
331202000,1,3
011113031,1,3
113332010,1,3
211211011,1,3
203330030,1,3
022222200,1,3
220321000,1,3
210312110,1,3
131102111,1,3
301303100,1,3
221113111,1,3
103220210,1,3
221102213,1,3
223102021,1,3
221102220,1,3
311220311,1,3
121113112,1,3
233231000,1,3
211221210,1,3
112131121,1,3
011321110,1,3
222201100,1,3
113012311,1,3
011100331,1,3
113112300,1,3
121332110,1,3
112320100,1,3
031113300,1,3
322213000,1,3
332202200,1,3
013233100,1,3
232101201,1,3
031301210,1,3
211232012,1,3
103001321,1,3
192000000,1,3
221321102,1,3
113331000,1,3
133212101,1,3
223210200,1,3
112212200,1,3
213301020,1,3
111300302,1,3
112112202,1,3
211330000,1,3
000009010,1,3
221122220,1,3
112311211,1,3
231120320,1,3
223320020,1,3
121231110,1,3
211212100,1,3
112231210,1,3
132211310,1,3
033313000,1,3
023222200,1,3
121112110,1,3
032330110,1,3
131113110,1,3
019100000,1,3
210131300,1,3
313301000,1,3
111331010,1,3
022332000,1,3
123211001,1,3
133003000,1,3
320211020,1,3
220311100,1,3
021203210,1,3
010313201,1,3
221111110,1,3
131112100,1,3
022211110,1,3
030223201,1,3
211303200,1,3
223321010,1,3
111311130,1,3
112312110,1,3
111331100,1,3
201110023,1,3
223000300,1,3
022122121,1,3
330300200,1,3
111111130,1,3
123220100,1,3
110100090,1,3
211330030,1,3
023230100,1,3
210220220,1,3
122102110,1,3
203303001,1,3
221202221,1,3
333310001,1,3
111121121,1,3
223200300,1,3
112101301,1,3
332211101,1,3
313103001,1,3
211123210,1,3
321302010,1,3
302110012,1,3
233300120,1,3
222210010,1,3
032302300,1,3
210221200,1,3
321101110,1,3
131201101,1,3
213130110,1,3
220012310,1,3
000009020,1,3
321330001,1,3
312210100,1,3
221112212,1,3
112311011,1,3
221201110,1,3
332100100,1,3
210213200,1,3
320200300,1,3
312230010,1,3
003900000,1,3
111231220,1,3
113202110,1,3
000209000,1,3
100930000,1,3
222212011,1,3
123331010,1,3
012303300,1,3
202130030,1,3
003220300,1,3
211221110,1,3
103300300,1,3
033023020,1,3
222231200,1,3
112230101,1,3
133321000,1,3
222122000,1,3
110322230,1,3
111123200,1,3
131300120,1,3
112213000,1,3
213011330,1,3
122300110,1,3
221311111,1,3
911000000,1,3
020112130,1,3
212320000,1,3
122311000,1,3
321100330,1,3
103320300,1,3
130203001,1,3
900100100,1,3
003320210,1,3
102223000,1,3
220332000,1,3
232121200,1,3
211222110,1,3
110211220,1,3
211320020,1,3
222130000,1,3
112111221,1,3
002202221,1,3
313301300,1,3
011222320,1,3
013301310,1,3
111232310,1,3
320230020,1,3
002222210,1,3
123302020,1,3
221102110,1,3
222311110,1,3
213101200,1,3
201321010,1,3
011311210,1,3
211222130,1,3
031220101,1,3
003200330,1,3
111231100,1,3
233300030,1,3
102133000,1,3
021301300,1,3
131111330,1,3
122211320,1,3
223212010,1,3
121222211,1,3
201320020,1,3
113301300,1,3
213311100,1,3
211232120,1,3
033111111,1,3
231121100,1,3
300121220,1,3
210211222,1,3
332320000,1,3
023121110,1,3
122311300,1,3
221130111,1,3
232200130,1,3
123230010,1,3
131311000,1,3
311211210,1,3
322210112,1,3
122121110,1,3
300200320,1,3
033201210,1,3
123110032,1,3
221311200,1,3
003131110,1,3
030202202,1,3
313100110,1,3
230113001,1,3
231111221,1,3
212120110,1,3
011332200,1,3
021303030,1,3
030311310,1,3
023123000,1,3
113132100,1,3
212211300,1,3
113330300,1,3
022112110,1,3
213101310,1,3
112202220,1,3
323300111,1,3
003033300,1,3
012311111,1,3
212211001,1,3
123211220,1,3
123120010,1,3
100331110,1,3
013332100,1,3
131111210,1,3
212121100,1,3
123112030,1,3
330300030,1,3
322220100,1,3
130101103,1,3
121302110,1,3
100233200,1,3
331300000,1,3
132113111,1,3
222112210,1,3
001131130,1,3
113212110,1,3
021121120,1,3
222212110,1,3
223112000,1,3
132022200,1,3
220211221,1,3
120301210,1,3
032320010,1,3
032120300,1,3
011121233,1,3
321301020,1,3
113310210,1,3
030111130,1,3
211132200,1,3
300200330,1,3
320030012,1,3
223211120,1,3
133211000,1,3
122213100,1,3
112333000,1,3
203321000,1,3
111112210,1,3
211110221,1,3
222202200,1,3
131121101,1,3
212310010,1,3
221331100,1,3
211330100,1,3
012301030,1,3
023310030,1,3
313213000,1,3
123211121,1,3
132122000,1,3
210200133,1,3
033220000,1,3
113311310,1,3
333001000,1,3
113221020,1,3
222221000,1,3
211211110,1,3
231212011,1,3
112211210,1,3
012323000,1,3
330133000,1,3
312332000,1,3
120320300,1,3
013301102,1,3
111103300,1,3
023302100,1,3
211230110,1,3
112121221,1,3
111112201,1,3
213312110,1,3
211332100,1,3
322100030,1,3
032100330,1,3
333300100,1,3
120321110,1,3
030031300,1,3
122113000,1,3
222222020,1,3
112120012,1,3
203330300,1,3
323222000,1,3
303033000,1,3
012131030,1,3
211111111,1,3
112320200,1,3
133312100,1,3
213101110,1,3
123212110,1,3
232202000,1,3
112132100,1,3
213121001,1,3
010311301,1,3
301330300,1,3
313110003,1,3
211231101,1,3
231212110,1,3
112330010,1,3
223201211,1,3
222330020,1,3
112321110,1,3
012231100,1,3
231211121,1,3
090200000,1,3
223112100,1,3
212300030,1,3
023103020,1,3
113201231,1,3
113112120,1,3
113131000,1,3
001109010,1,3
113330000,1,3
013123130,1,3
113311011,1,3
111222211,1,3
102320110,1,3
233230000,1,3
112203112,1,3
131022100,1,3
220212300,1,3
023111020,1,3
223222100,1,3
011131210,1,3
222211200,1,3
331200100,1,3
212222100,1,3
222221020,1,3
003322120,1,3
211131200,1,3
032213011,1,3
212122101,1,3
112133110,1,3
322220020,1,3
213120001,1,3
113110330,1,3
113033000,1,3
133201220,1,3
310101330,1,3
331012111,1,3
220121300,1,3
011221003,1,3
120121230,1,3
311101111,1,3
113112110,1,3
133302000,1,3
930001001,1,3
112120120,1,3
103330100,1,3
103310210,1,3
233103100,1,3
323310110,1,3
112302100,1,3
023203210,1,3
013323110,1,3
302020212,1,3
112112310,1,3
101330111,1,3
120203222,1,3
011212222,1,3
213201101,1,3
033322000,1,3
113110120,1,3
110311130,1,3
110322100,1,3
021130300,1,3
212222300,1,3
333220100,1,3
011233110,1,3
110311022,1,3
212131000,1,3
321133010,1,3
111111321,1,3
123111120,1,3
322021310,1,3
121210210,1,3
212120030,1,3
223112101,1,3
103103110,1,3
113111111,1,3
002132030,1,3
112310002,1,3
212212001,1,3
213121000,1,3
012122011,1,3
010113130,1,3
033332000,1,3
023203000,1,3
123203300,1,3
209100000,1,3
231311200,1,3
213110110,1,3
103320100,1,3
131302001,1,3
012220300,1,3
123130030,1,3
112321001,1,3
211303000,1,3
231222200,1,3
132211100,1,3
131103110,1,3
703300000,1,3
202322000,1,3
212110301,1,3
303123000,1,3
320300301,1,3
312131000,1,3
222202220,1,3
123023000,1,3
113230010,1,3
113300101,1,3
300330010,1,3
023311010,1,3
013312110,1,3
112220200,1,3
310313002,1,3
021131310,1,3
012103201,1,3
111221130,1,3
112223000,1,3
223111101,1,3
333000003,1,3
211212111,1,3
121021120,1,3
222211100,1,3
020302212,1,3
213202000,1,3
013331000,1,3
222202010,1,3
111222300,1,3
223112110,1,3
223203010,1,3
321322100,1,3
220112311,1,3
211311310,1,3
013300330,1,3
213331000,1,3
113301010,1,3
213030010,1,3
111221120,1,3
011113221,1,3
033022000,1,3
132301300,1,3
113301011,1,3
113311300,1,3
002113330,1,3
213322000,1,3
222231000,1,3
210321110,1,3
133312000,1,3
013331011,1,3
311322100,1,3
000331130,1,3
311301100,1,3
232030012,1,3
101331111,1,3
003300310,1,3
223201300,1,3
302230300,1,3
333101100,1,3
001323010,1,3
012231220,1,3
212111220,1,3
123312100,1,3
113222000,1,3
113311120,1,3
223221110,1,3
132212300,1,3
112111300,1,3
131311310,1,3
233310000,1,3
133101220,1,3
033300300,1,3
111222100,1,3
113311020,1,3
020223212,1,3
211132310,1,3
301330000,1,3
013109000,1,3
031121300,1,3
112212211,1,3
220230200,1,3
211301120,1,3
211132110,1,3
022102311,1,3
211111121,1,3
110131012,1,3
111223100,1,3
212111110,1,3
133301100,1,3
111211201,1,3
210120310,1,3
121102211,1,3
113111030,1,3
113021110,1,3
122222000,1,3
121122210,1,3
033300003,1,3
311111113,1,3
212310110,1,3
311302300,1,3
132303100,1,3
033001003,1,3
313301200,1,3
222212210,1,3
120111220,1,3
112111311,1,3
011900000,1,3
321111001,1,3
032133010,1,3
310300300,1,3
010100009,1,3
011322210,1,3
233210101,1,3
303300100,1,3
112311010,1,3
330112000,1,3
222310100,1,3
303300230,1,3
330203300,1,3
120032230,1,3
211223111,1,3
001133030,1,3
013300130,1,3
322202200,1,3
221323100,1,3
123022210,1,3
131213010,1,3
320203110,1,3
311111101,1,3
112222010,1,3
033210100,1,3
121213101,1,3
200211330,1,3
232221100,1,3
330202010,1,3
133303010,1,3
130033030,1,3
113221310,1,3
311301310,1,3
131131310,1,3
121130110,1,3
230212220,1,3
113330110,1,3
121113311,1,3
223320110,1,3
112222220,1,3
113310120,1,3
311110210,1,3
313310200,1,3
311123300,1,3
210221110,1,3
132303000,1,3
013101022,1,3
221212100,1,3
313103100,1,3
122113120,1,3
103003300,1,3
123003110,1,3
110231020,1,3
333200100,1,3
212211320,1,3
113131110,1,3
213331100,1,3
231111111,1,3
302303000,1,3
033111110,1,3
210300130,1,3
010313030,1,3
322302100,1,3
033003030,1,3
023132030,1,3
333301001,1,3
013131020,1,3
213110210,1,3
311321100,1,3
003301310,1,3
313311010,1,3
323023100,1,3
110231110,1,3
011101133,1,3
021301003,1,3
303220310,1,3
113111020,1,3
222222200,1,3
023111111,1,3
133300300,1,3
112200330,1,3
113131120,1,3
103220320,1,3
023312300,1,3
220222200,1,3
123130300,1,3
123301030,1,3
030333000,1,3
211121210,1,3
231003220,1,3
112211211,1,3
021222202,1,3
111330320,1,3
022321010,1,3
332102001,1,3
122112110,1,3
221111120,1,3
122201110,1,3
021032220,1,3
023222101,1,3
220110310,1,3
211321201,1,3
223210000,1,3
003000009,1,3
123221120,1,3
213301310,1,3
313330300,4,4
033333000,4,4
333303030,4,4
333333100,4,4
333330000,4,4
233330300,4,4
223332200,3,4
333333000,3,4
333332200,3,4
113331300,3,4
333332000,3,4
333303300,3,4
333311320,3,4
222222211,2,4
333323000,2,4
323330210,2,4
332321210,2,4
232222320,2,4
113213310,2,4
113333310,2,4
330303003,2,4
133323210,2,4
113331310,2,4
221222112,2,4
223322212,2,4
233331300,2,4
333313000,2,4
333333001,2,4
222221320,2,4
333330300,2,4
223332000,2,4
033303300,2,4
222222220,2,4
333131310,2,4
123332300,2,4
233330320,2,4
223332300,2,4
333300300,2,4
333223100,2,4
303330030,2,4
333330010,2,4
103330330,2,4
223331220,2,4
123333000,2,4
323330300,2,4
133330210,1,4
330333030,1,4
113333030,1,4
133330030,1,4
333310330,1,4
103313310,1,4
033123312,1,4
313321101,1,4
032303301,1,4
330323011,1,4
313320300,1,4
333302121,1,4
333231110,1,4
031103313,1,4
330332210,1,4
003331330,1,4
223311120,1,4
222322120,1,4
132330312,1,4
013333310,1,4
213333030,1,4
321303030,1,4
213001190,1,4
133133130,1,4
213321211,1,4
022322320,1,4
330312331,1,4
322112211,1,4
323320300,1,4
223303220,1,4
323312032,1,4
112233210,1,4
323313111,1,4
013323120,1,4
111313311,1,4
113331330,1,4
113133300,1,4
231221130,1,4
323323101,1,4
110121290,1,4
333321211,1,4
223331210,1,4
202332300,1,4
133333200,1,4
333312100,1,4
103331320,1,4
333303111,1,4
232203230,1,4
213322200,1,4
333131320,1,4
313103330,1,4
121222230,1,4
223322220,1,4
223332110,1,4
330222112,1,4
333300030,1,4
133233220,1,4
030333331,1,4
211330330,1,4
113233112,1,4
312333210,1,4
133322300,1,4
030303070,1,4
223322121,1,4
333311111,1,4
332113300,1,4
133311311,1,4
131320223,1,4
123312121,1,4
121333300,1,4
213320310,1,4
133313203,1,4
330303331,1,4
233212210,1,4
320332302,1,4
333322210,1,4
013322203,1,4
223222221,1,4
331333300,1,4
323331100,1,4
222222222,1,4
213330220,1,4
232232320,1,4
213332300,1,4
332220230,1,4
213331030,1,4
332332101,1,4
333003003,1,4
132223221,1,4
223222220,1,4
313311120,1,4
221132330,1,4
333303000,1,4
222121330,1,4
310331301,1,4
223233220,1,4
223311330,1,4
310300332,1,4
313110331,1,4
113232211,1,4
322322320,1,4
113223221,1,4
333300113,1,4
123312303,1,4
113332231,1,4
113323320,1,4
033222222,1,4
232312200,1,4
913101001,1,4
222310330,1,4
232033203,1,4
330132331,1,4
223312110,1,4
302333320,1,4
223333201,1,4
333232100,1,4
013330333,1,4
130107007,1,4
231331110,1,4
123333310,1,4
323320200,1,4
323202031,1,4
033233020,1,4
313332030,1,4
322222222,1,4
133222002,1,4
313103311,1,4
310131333,1,4
332120312,1,4
223332010,1,4
113221321,1,4
333331210,1,4
323302300,1,4
322331100,1,4
220333300,1,4
331123212,1,4
000133333,1,4
223313210,1,4
130033330,1,4
130233210,1,4
033333030,1,4
123313321,1,4
332112211,1,4
072210210,1,4
313321111,1,4
223221210,1,4
331303220,1,4
330333000,1,4
333333010,1,4
223332201,1,4
123133130,1,4
223300230,1,4
313330110,1,4
123332320,1,4
323322300,1,4
331133101,1,4
123331110,1,4
310331230,1,4
312231300,1,4
332022330,1,4
233303021,1,4
213132331,1,4
333103210,1,4
033333201,1,4
113003332,1,4
232133121,1,4
333203102,1,4
133320310,1,4
112333211,1,4
213221220,1,4
312313310,1,4
331132120,1,4
113311330,1,4
133300330,1,4
333301030,1,4
131322112,1,4
213311311,1,4
012332330,1,4
323333100,1,4
213312320,1,4
333312310,1,4
133332012,1,4
333320100,1,4
033333300,1,4
223310212,1,4
232213231,1,4
113221320,1,4
123133210,1,4
312312130,1,4
332313101,1,4
311331300,1,4
213321210,1,4
122227000,1,4
323302112,1,4
122222221,1,4
223311310,1,4
133333300,1,4
303300330,1,4
222312320,1,4
331003203,1,4
333300331,1,4
077100000,1,4
112313221,1,4
123332310,1,4
221331301,1,4
223331130,1,4
223211312,1,4
103331230,1,4
223103202,1,4
902230000,1,4
212311330,1,4
131331322,1,4
232320330,1,4
221331330,1,4
332323000,1,4
013323230,1,4
033300033,1,4
212322210,1,4
333332100,1,4
333303003,1,4
222312312,1,4
321323202,1,4
330332001,1,4
331321330,1,4
230322210,1,4
123333021,1,4
223331300,1,4
333312110,1,4
123323011,1,4
323310130,1,4
222212310,1,4
333320030,1,4
113311320,1,4
033303030,1,4
230133102,1,4
323331120,1,4
333323010,1,4
222222210,1,4
333311310,1,4
332303220,1,4
211223131,1,4
113332210,1,4
312333001,1,4
022333330,1,4
332311300,1,4
331310302,1,4
232213210,1,4
213321301,1,4
123113132,1,4
133332310,1,4
333312000,1,4
233123011,1,4
331233300,1,4
123330120,1,4
000009009,1,4
311333301,1,4
321213022,1,4
323323200,1,4
223331100,1,4
113332300,1,4
312321300,1,4
232213211,1,4
232212212,1,4
030303330,1,4
232222101,1,4
323331021,1,4
221223112,1,4
221332012,1,4
333321012,1,4
312221310,1,4
031331320,1,4
113330330,1,4
123233011,1,4
231233200,1,4
313133101,1,4
331321022,1,4
313221121,1,4
230132130,1,4
231112323,1,4
323331103,1,4
123321111,1,4
123232231,1,4
002333330,1,4
330333120,1,4
021333320,1,4
323320030,1,4
313331310,1,4
301091030,1,4
321331130,1,4
123332221,1,4
009300030,1,4
233322220,1,4
300290130,1,4
023331321,1,4
211312320,1,4
233222221,1,4
021133311,1,4
222202212,1,4
333303101,1,4
131311320,1,4
312300330,1,4
323130301,1,4
330333003,1,4
113313310,1,4
332313310,1,4
213322210,1,4
333312201,1,4
332333002,1,4
331213211,1,4
233303221,1,4
113112330,1,4
321310231,1,4
332312103,1,4
233301220,1,4
322330300,1,4
113333020,1,4
222222330,1,4
112312303,1,4
333311300,1,4
222312310,1,4
311320090,1,4
300333313,1,4
223322202,1,4
171100007,1,4
001233312,1,4
131313120,1,4
323322010,1,4
033333031,1,4
332331130,1,4
113331021,1,4
312322230,1,4
333313200,1,4
233323000,1,4
333322110,1,4
223333200,1,4
333223001,1,4
113233300,1,4
332323210,1,4
333303002,1,4
332212210,1,4
321331300,1,4
330232300,1,4
203333300,1,4
331313211,1,4
202313330,1,4
223232110,1,4
323312120,1,4
323332110,1,4
230233303,1,4
932300000,1,4
333331100,1,4
331311211,1,4
320303013,1,4
321330120,1,4
332303030,1,4
333331030,1,4
233312300,1,4
113231211,1,4
333231100,1,4
233312210,1,4
121133133,1,4
033330300,1,4
133302112,1,4
303333220,1,4
912221110,1,4
133303020,1,4
232313212,1,4
313130301,1,4
222323200,1,4
322230003,1,4
223222320,1,4
033133330,1,4
013303331,1,4
313311021,1,4
113302330,1,4
331333000,1,4
303030330,1,4
232312320,1,4
233213230,1,4
133131331,1,4
210333102,1,4
330333211,1,4
313230330,1,4
331333201,1,4
313303310,1,4
122211332,1,4
033300330,1,4
111323310,1,4
133213213,1,4
310091100,1,4
033311223,1,4
321303012,1,4
331111313,1,4
233310300,1,4
133313300,1,4
333303310,1,4
023333300,1,4
223202223,1,4
913210012,1,4
132302221,1,4
332222301,1,4
211332310,1,4
